订单号,订单重量(t),坯料钢种,订单直径(mm),订单定尺(mm),所有密度为9.86 g/cm^3
A20263185,12.573,NP01,43.00 ,11000,
A20263186,19.860,NP01,43.00 ,8970,
A20263187,25.320,NP01,43.00 ,8970,
A20263188,24.894,NP01,43.00 ,8100,
A20263189,30.140,NP01,43.00 ,8780,
A20263190,24.120,NP01,43.00 ,9340,
A20263191,132.580,NP01,43.00 ,9340,
A20263192,32.928,NP01,43.00 ,9340,
A20263193,20.580,NP01,43.00 ,10000,
A20263194,16.476,NP01,43.00 ,10060,
A20263195,49.488,NP01,43.00 ,10060,
A20263196,65.972,NP01,43.00 ,5300,
A20263197,53.679,NP01,43.00 ,5300,
A20263198,44.119,NP01,43.00 ,5200,
A20263199,70.023,NP01,43.00 ,4900,
A20263200,12.344,NP01,43.00 ,4900,
A20263201,104.800,NP01,43.00 ,4900,
A20263202,93.040,NP01,43.00 ,3800,
A20263203,33.024,NP01,43.00 ,4600,
A20263204,30.150,NP01,43.00 ,4900,
A20263205,24.376,NP01,43.00 ,4900,
A20263206,12.122,NP01,43.00 ,6000,
A20263207,18.189,NP01,43.00 ,4900,
A20263208,24.108,NP01,43.00 ,4900,
A20263209,54.252,NP01,43.00 ,6400,
A20263210,18.282,NP01,43.00 ,6400,
A20263211,24.252,NP01,43.00 ,4900,
A20263212,12.372,NP01,43.00 ,4900,
A20263213,24.136,NP01,43.00 ,4900,
A20263214,18.186,NP01,43.00 ,4900,
A20263215,36.180,NP01,43.00 ,4900,
A20263216,12.282,NP01,43.00 ,4900,
A20263217,25.494,NP01,43.00 ,6400,
A20263218,12.447,NP01,43.00 ,4900,
A20263219,30.126,NP01,43.00 ,4900,
A20263220,40.483,NP01,43.00 ,4901,
A20263221,5.061,NP01,43.00 ,4901,
A20263222,38.124,NP01,43.00 ,4901,
A20263223,18.333,NP01,43.00 ,6400,
A20263224,12.372,NP01,43.00 ,6400,
A20263225,12.060,NP01,43.00 ,6400,
A20263226,30.560,NP01,43.00 ,6400,
A20263227,18.336,NP01,43.00 ,6400,
A20263228,12.224,NP01,43.00 ,6400,
A20263229,20.750,NP01,43.00 ,5550,
A20263230,24.130,NP01,43.00 ,6700,
A20263231,12.228,NP01,43.00 ,5900,
A20263232,36.672,NP01,43.00 ,5700,
A20263233,18.333,NP01,43.00 ,4900,
A20263234,12.222,NP01,43.00 ,4900,
A20263235,12.222,NP01,43.00 ,4900,
A20263236,59.040,NP01,43.00 ,6400,
A20263237,3.933,NP01,43.00 ,4750,
A20263238,25.460,NP01,43.00 ,4900,
A20263239,25.400,NP01,43.00 ,6100,
A20263240,40.640,NP01,43.00 ,4550,
A20263241,35.540,NP01,43.00 ,5270,
A20263242,114.220,NP01,43.00 ,4900,
A20263243,113.726,NP01,43.00 ,4900,
A20263244,109.521,NP01,43.00 ,4900,
A20263245,17.839,NP01,43.00 ,4900,
A20263246,58.696,NP01,43.00 ,4900,
A20263247,68.884,NP01,43.00 ,4900,
A20263248,40.736,NP01,43.00 ,4900,
A20263249,43.282,NP01,43.00 ,6900,
A20263250,17.802,NP01,43.00 ,4150,
A20263251,91.368,NP01,43.00 ,4900,
A20263252,35.532,NP01,43.00 ,6100,
A20263253,7.554,NP01,43.00 ,6100,
A20263254,93.166,NP01,43.00 ,6100,
A20263255,25.160,NP01,43.00 ,6100,
A20263256,37.860,NP01,43.00 ,6150,
A20263257,75.720,NP01,43.00 ,4450,
A20263258,5.487,NP01,43.00 ,4900,
A20263259,11.898,NP01,43.00 ,4600,
A20263260,27.692,NP01,43.00 ,5400,
A20263261,15.864,NP01,43.00 ,4900,
A20263262,41.480,NP01,43.00 ,4900,
A20263263,16.475,NP01,43.00 ,7900,
A20263264,16.600,NP01,43.00 ,4901,
A20263265,8.294,NP01,43.00 ,4900,
A20263266,25.218,NP01,43.00 ,4900,
A20263267,39.310,NP01,43.00 ,6400,
A20263268,55.024,NP01,43.00 ,6400,
A20263269,39.519,NP01,43.00 ,7900,
A20263270,6.776,NP01,43.00 ,7900,
A20263271,51.389,NP01,43.00 ,7900,
A20263272,6.776,NP01,43.00 ,4900,
A20263273,76.300,NP01,43.00 ,4900,
A20263274,5.450,NP01,43.00 ,6360,
A20263275,31.515,NP01,43.00 ,6070,
A20263276,50.740,NP01,43.00 ,6140,
A20263277,15.566,NP01,43.00 ,6200,
A20263278,13.346,NP01,43.00 ,6200,
A20263279,65.582,NP01,43.00 ,5840,
A20263280,11.574,NP01,43.00 ,6100,
A20263281,54.054,NP01,43.00 ,7900,
A20263282,24.894,NP01,43.00 ,4900,
A20263283,12.447,NP01,43.00 ,6400,
A20263284,32.912,NP01,43.00 ,6400,
A20263285,25.212,NP01,43.00 ,6400,
A20263286,44.121,NP01,43.00 ,4900,
A20263287,23.460,NP01,43.00 ,6550,
A20263288,109.480,NP01,43.00 ,6550,
A20263289,27.482,NP01,43.00 ,6550,
A20263290,82.438,NP01,43.00 ,6250,
A20263291,75.664,NP01,43.00 ,6250,
A20263292,18.909,NP01,43.00 ,6650,
A20263293,25.208,NP01,43.00 ,6650,
A20263294,7.410,NP01,43.00 ,6650,
A20263295,33.363,NP01,43.00 ,6650,
A20263296,40.789,NP01,43.00 ,4700,
A20263297,40.691,NP01,43.00 ,6800,
A20263298,118.400,NP01,43.00 ,6400,
A20263299,15.030,NP01,43.00 ,6400,
A20263300,12.604,NP01,43.00 ,3900,
A20263301,25.208,NP01,43.00 ,4900,
A20263302,50.420,NP01,43.00 ,4900,
A20263303,89.166,NP01,43.00 ,4900,
A20263304,31.790,NP01,43.00 ,4900,
A20263305,18.974,NP01,43.00 ,10680,
A20263306,37.938,NP01,43.00 ,4700,
A20263307,76.104,NP01,43.00 ,4950,
A20263308,12.684,NP01,43.00 ,6100,
A20263309,19.059,NP01,43.00 ,6100,
A20263310,24.886,NP01,43.00 ,6100,
A20263311,17.045,NP01,43.00 ,6100,
A20263312,7.506,NP01,43.00 ,6100,
A20263313,45.036,NP01,43.00 ,6100,
A20263314,63.580,NP01,43.00 ,6100,
A20263315,44.471,NP01,43.00 ,5018,
A20263316,10.182,NP01,43.00 ,6100,
A20263317,25.412,NP01,43.00 ,6100,
A20263318,18.275,NP01,43.00 ,4900,
A20263319,15.901,NP01,43.00 ,5000,
A20263320,12.224,NP01,43.00 ,5000,
A20263321,50.776,NP01,43.00 ,5000,
A20263322,24.688,NP01,43.00 ,5100,
A20263323,18.520,NP01,43.00 ,5200,
A20263324,128.820,NP01,43.00 ,5200,
A20263325,36.744,NP01,43.00 ,6400,
A20263326,61.539,NP01,43.00 ,6400,
A20263327,50.368,NP01,43.00 ,6400,
A20263328,75.645,NP01,43.00 ,6400,
A20263329,44.212,NP01,43.00 ,6400,
A20263330,31.805,NP01,43.00 ,6400,
A20263331,24.172,NP01,43.00 ,6400,
A20263332,36.672,NP01,43.00 ,4900,
A20263333,44.527,NP01,43.00 ,4900,
A20263334,15.010,NP01,43.00 ,6400,
A20263335,14.998,NP01,43.00 ,4900,
A20263336,39.872,NP01,43.00 ,4900,
A20263337,54.828,NP01,43.00 ,4900,
A20263338,50.824,NP01,43.00 ,4900,
A20263339,36.450,NP01,43.00 ,4900,
A20263340,24.300,NP01,43.00 ,4900,
A20263341,18.930,NP01,43.00 ,6400,
A20263342,60.640,NP01,43.00 ,7750,
A20263343,40.384,NP01,43.00 ,7750,
A20263344,50.010,NP01,43.00 ,7750,
A20263345,74.820,NP01,43.00 ,7750,
A20263346,70.070,NP01,43.00 ,7750,
A20263347,37.752,NP01,43.00 ,7750,
A20263348,53.028,NP01,43.00 ,7750,
A20263349,65.240,NP01,43.00 ,7750,
A20263350,110.600,NP01,43.00 ,4900,
A20263351,43.395,NP01,43.00 ,4900,
A20263352,12.586,NP01,43.00 ,4900,
A20263353,32.784,NP01,43.00 ,7000,
A20263354,20.750,NP01,43.00 ,5900,
A20263355,57.246,NP01,43.00 ,4400,
A20263356,25.464,NP01,43.00 ,7000,
A20263357,31.830,NP01,43.00 ,7000,
A20263358,114.480,NP01,43.00 ,5900,
A20263359,8.292,NP01,43.00 ,7000,
A20263360,24.894,NP01,43.00 ,7000,
A20263361,60.641,NP01,43.00 ,7000,
A20263362,19.559,NP01,43.00 ,7000,
A20263363,15.189,NP01,43.00 ,7000,
A20263364,6.088,NP01,43.00 ,7000,
A20263365,50.584,NP01,43.00 ,5900,
A20263366,42.773,NP01,43.00 ,5900,
A20263367,72.561,NP01,43.00 ,5900,
A20263368,15.286,NP01,43.00 ,5900,
A20263369,26.733,NP01,43.00 ,5900,
A20263370,33.363,NP01,43.00 ,8050,
A20263371,3.704,NP01,43.00 ,8050,
A20263372,33.957,NP01,43.00 ,5900,
A20263373,15.012,NP01,43.00 ,4900,
A20263374,20.016,NP01,43.00 ,4900,
A20263375,15.144,NP01,43.00 ,4900,
A20263376,15.144,NP01,43.00 ,4900,
A20263377,14.905,NP01,43.00 ,4900,
A20263378,19.980,NP01,43.00 ,4900,
A20263379,29.970,NP01,43.00 ,4900,
A20263380,57.291,NP01,43.00 ,4900,
A20263381,114.555,NP01,43.00 ,4900,
A20263382,63.660,NP01,43.00 ,4900,
A20263383,12.276,NP01,43.00 ,6100,
A20263384,18.420,NP01,43.00 ,6100,
A20263385,24.920,NP01,43.00 ,6100,
A20263386,48.960,NP01,43.00 ,6100,
A20263387,38.082,NP01,43.00 ,6100,
A20263388,24.648,NP01,43.00 ,6100,
A20263389,20.450,NP01,43.00 ,6100,
A20263390,20.258,NP01,43.00 ,5060,
A20263391,24.540,NP01,43.00 ,5060,
A20263392,53.170,NP01,43.00 ,7240,
A20263393,75.804,NP01,43.00 ,6100,
A20263394,25.182,NP01,43.00 ,6100,
A20263395,61.100,NP01,43.00 ,6100,
A20263396,12.216,NP01,43.00 ,6100,
A20263397,30.613,NP01,43.00 ,4900,
A20263398,12.086,NP01,43.00 ,4900,
A20263399,12.400,NP01,43.00 ,4900,
A20263400,12.284,NP01,43.00 ,4900,
A20263401,6.146,NP01,43.00 ,5600,
A20263402,31.830,NP01,43.00 ,5600,
A20263403,50.448,NP01,43.00 ,11400,
A20263404,56.727,NP01,43.00 ,4900,
A20263405,75.668,NP01,43.00 ,4900,
A20263406,57.008,NP01,43.00 ,8280,
A20263407,53.170,NP01,43.00 ,8280,
A20263408,16.476,NP01,43.00 ,4900,
A20263409,8.246,NP01,43.00 ,4900,
A20263410,8.246,NP01,43.00 ,4900,
A20263411,24.732,NP01,43.00 ,4900,
A20263412,12.366,NP01,43.00 ,4900,
A20263413,31.615,NP01,43.00 ,4500,
A20263414,12.653,NP01,43.00 ,4500,
A20263415,25.276,NP01,43.00 ,4700,
A20263416,31.595,NP01,43.00 ,4900,
A20263417,25.448,NP01,43.00 ,5150,
A20263418,50.336,NP01,43.00 ,4900,
A20263419,50.336,NP01,43.00 ,5360,
A20263420,60.910,NP01,43.00 ,8230,
A20263421,24.128,NP01,43.00 ,11050,
A20263422,12.073,NP01,43.00 ,8400,
A20263423,42.637,NP01,43.00 ,6780,
A20263424,24.373,NP01,43.00 ,7960,
A20263425,25.376,NP01,43.00 ,6840,
A20263426,31.715,NP01,43.00 ,9000,
A20263427,25.372,NP01,43.00 ,8900,
A20263428,31.713,NP01,43.00 ,6400,
A20263429,50.744,NP01,43.00 ,4900,
A20263430,12.026,NP01,43.00 ,4900,
A20263431,66.294,NP01,43.00 ,4900,
A20263432,11.990,NP01,43.00 ,4900,
A20263433,71.990,NP01,43.00 ,4900,
A20263434,12.040,NP01,43.00 ,4500,
A20263435,72.140,NP01,43.00 ,5400,
A20263436,12.000,NP01,43.00 ,4900,
A20263437,47.980,NP01,43.00 ,4900,
A20263438,18.020,NP01,43.00 ,4900,
A20263439,4.852,NP01,43.00 ,6900,
A20263440,12.067,NP01,43.00 ,4900,
A20263441,48.240,NP01,43.00 ,5900,
A20263442,18.120,NP01,43.00 ,5900,
A20263443,4.893,NP01,43.00 ,5900,
A20263444,12.000,NP01,43.00 ,6900,
A20263445,59.893,NP01,43.00 ,6900,
A20263446,4.835,NP01,43.00 ,7000,
A20263447,24.000,NP01,43.00 ,7000,
A20263448,12.054,NP01,43.00 ,7000,
A20263449,18.046,NP01,43.00 ,7000,
A20263450,54.080,NP01,43.00 ,7000,
A20263451,18.040,NP01,43.00 ,7000,
A20263452,11.986,NP01,43.00 ,7000,
A20263453,18.060,NP01,43.00 ,7000,
A20263454,12.027,NP01,43.00 ,7000,
A20263455,11.987,NP01,43.00 ,7000,
A20263456,12.120,NP01,43.00 ,5900,
A20263457,24.240,NP01,43.00 ,5900,
A20263458,50.468,NP01,43.00 ,5900,
A20263459,20.196,NP01,43.00 ,5900,
A20263460,60.584,NP01,43.00 ,5900,
A20263461,15.186,NP01,43.00 ,5900,
A20263462,10.124,NP01,43.00 ,5900,
A20263463,70.868,NP01,43.00 ,5900,
A20263464,55.605,NP01,43.00 ,5900,
A20263465,33.354,NP01,43.00 ,5900,
A20263466,33.354,NP01,43.00 ,5900,
A20263467,109.940,NP01,43.00 ,5900,
A20263468,16.604,NP01,43.00 ,5900,
A20263469,20.725,NP01,43.00 ,5900,
A20263470,36.826,NP01,43.00 ,5900,
A20263471,24.574,NP01,43.00 ,4900,
A20263472,12.836,NP01,43.00 ,4900,
A20263473,57.722,NP01,43.00 ,6400,
A20263474,57.718,NP01,43.00 ,5400,
A20263475,95.377,NP01,43.00 ,5900,
A20263476,19.095,NP01,43.00 ,5900,
A20263477,63.620,NP01,43.00 ,5900,
A20263478,25.442,NP01,43.00 ,5900,
A20263479,38.140,NP01,43.00 ,5900,
A20263480,30.101,NP01,43.00 ,5900,
A20263481,61.944,NP01,43.00 ,5900,
A20263482,36.572,NP01,43.00 ,7000,
A20263483,41.635,NP01,43.00 ,6900,
A20263484,47.722,NP01,43.00 ,6900,
A20263485,36.724,NP01,43.00 ,5900,
A20263486,53.809,NP01,43.00 ,4900,
A20263487,23.367,NP01,43.00 ,4900,
A20263488,17.328,NP01,43.00 ,4900,
A20263489,48.406,NP01,43.00 ,4901,
A20263490,23.840,NP01,43.00 ,4901,
A20263491,17.519,NP01,43.00 ,7900,
A20263492,61.760,NP01,43.00 ,4940,
A20263493,74.400,NP01,43.00 ,4900,
A20263494,54.227,NP01,43.00 ,4900,
A20263495,23.453,NP01,43.00 ,4900,
A20263496,41.820,NP01,43.00 ,4900,
A20263497,26.520,NP01,43.00 ,4900,
A20263498,117.982,NP01,43.00 ,5970,
A20263499,35.838,NP01,43.00 ,5970,
A20263500,126.108,NP01,43.00 ,5900,
A20263501,125.900,NP01,43.00 ,5700,
A20263502,72.670,NP01,43.00 ,5220,
A20263503,64.470,NP01,43.00 ,4900,
A20263504,47.725,NP01,43.00 ,4901,
A20263505,41.570,NP01,43.00 ,4901,
A20263506,17.274,NP01,43.00 ,4901,
A20263507,24.176,NP01,43.00 ,4901,
A20263508,23.800,NP01,43.00 ,4901,
A20263509,127.400,NP01,43.00 ,6400,
A20263510,56.523,NP01,43.00 ,6400,
A20263511,106.294,NP01,43.00 ,5000,
A20263512,77.552,NP01,43.00 ,5000,
A20263513,35.564,NP01,43.00 ,4600,
A20263514,36.370,NP01,43.00 ,6350,
A20263515,93.984,NP01,43.00 ,6350,
A20263516,80.948,NP01,43.00 ,10900,
A20263517,125.425,NP01,43.00 ,6540,
A20263518,87.740,NP01,43.00 ,4900,
A20263519,17.289,NP01,43.00 ,4901,
A20263520,29.680,NP01,43.00 ,4901,
A20263521,86.560,NP01,43.00 ,4901,
A20263522,26.256,NP01,43.00 ,4900,
A20263523,53.396,NP01,43.00 ,4900,
A20263524,18.860,NP01,43.00 ,6400,
A20263525,34.246,NP01,43.00 ,6400,
A20263526,26.563,NP01,43.00 ,6400,
A20263527,31.800,NP01,43.00 ,6400,
A20263528,23.464,NP01,43.00 ,4900,
A20263529,78.014,NP01,43.00 ,4900,
A20263530,23.940,NP01,43.00 ,5995,
A20263531,27.576,NP01,43.00 ,5330,
A20263532,49.252,NP01,43.00 ,5330,
A20263533,49.192,NP01,43.00 ,5080,
A20263534,85.327,NP01,43.00 ,5080,
A20263535,26.113,NP01,43.00 ,6100,
A20263536,60.340,NP01,43.00 ,4900,
A20263537,42.780,NP01,43.00 ,4900,
A20263538,30.190,NP01,43.00 ,5300,
A20263539,60.340,NP01,43.00 ,4901,
A20263540,121.720,NP01,43.00 ,4901,
A20263541,115.700,NP01,43.00 ,4750,
A20263542,29.660,NP01,43.00 ,4525,
A20263543,35.552,NP01,43.00 ,4780,
A20263544,35.564,NP01,43.00 ,4900,
A20263545,97.288,NP01,43.00 ,4950,
A20263546,27.012,NP01,43.00 ,5400,
A20263547,36.148,NP01,43.00 ,5400,
A20263548,31.705,NP01,43.00 ,5400,
A20263549,19.516,NP01,43.00 ,5400,
A20263550,69.411,NP01,43.00 ,6400,
A20263551,40.145,NP01,43.00 ,6400,
A20263552,23.378,NP01,43.00 ,6400,
A20263553,54.140,NP01,43.00 ,6400,
A20263554,93.600,NP01,43.00 ,4901,
A20263555,23.560,NP01,43.00 ,4901,
A20263556,143.300,NP01,43.00 ,6400,
A20263557,73.225,NP01,43.00 ,5900,
A20263558,40.157,NP01,43.00 ,4900,
A20263559,34.993,NP01,43.00 ,4900,
A20263560,126.440,NP01,43.00 ,4900,
A20263561,56.429,NP01,43.00 ,4900,
A20263562,23.348,NP01,43.00 ,4901,
A20263563,97.531,NP01,43.00 ,4901,
A20263564,52.270,NP01,43.00 ,6400,
A20263565,52.174,NP01,43.00 ,4900,
A20263566,31.880,NP01,43.00 ,4900,
A20263567,76.900,NP01,43.00 ,4900,
A20263568,52.200,NP01,43.00 ,4900,
A20263569,45.319,NP01,43.00 ,4900,
A20263570,27.446,NP01,43.00 ,4900,
A20263571,18.778,NP01,43.00 ,4900,
A20263572,23.605,NP01,43.00 ,4900,
A20263573,23.512,NP01,43.00 ,6400,
A20263574,30.794,NP01,43.00 ,4900,
A20263575,61.586,NP01,43.00 ,4900,
A20263576,49.730,NP01,43.00 ,4900,
A20263577,49.726,NP01,43.00 ,4900,
A20263578,80.554,NP01,43.00 ,4500,
A20263579,64.734,NP01,43.00 ,8150,
A20263580,72.310,NP01,43.00 ,7200,
A20263581,36.568,NP01,43.00 ,7080,
A20263582,53.823,NP01,43.00 ,4900,
A20263583,21.160,NP01,43.00 ,4900,
A20263584,35.360,NP01,43.00 ,4900,
A20263585,36.558,NP01,43.00 ,4900,
A20263586,17.280,NP01,43.00 ,4900,
A20263587,35.564,NP01,43.00 ,4900,
A20263588,73.390,NP01,43.00 ,4900,
A20263589,74.831,NP01,43.00 ,4900,
A20263590,102.135,NP01,43.00 ,4900,
A20263591,46.925,NP01,43.00 ,4900,
A20263592,140.100,NP01,43.00 ,4900,
A20263593,140.110,NP01,43.00 ,4900,
A20263594,140.150,NP01,43.00 ,4900,
A20263595,140.120,NP01,43.00 ,4900,
A20263596,140.090,NP01,43.00 ,4900,
A20263597,36.134,NP01,43.00 ,4900,
A20263598,71.000,NP01,43.00 ,4900,
A20263599,23.378,NP01,43.00 ,4900,
A20263600,46.634,NP01,43.00 ,4900,
A20263601,29.186,NP01,43.00 ,4900,
A20263602,29.180,NP01,43.00 ,4900,
A20263603,23.146,NP01,43.00 ,4900,
A20263604,23.164,NP01,43.00 ,4900,
A20263605,53.130,NP01,43.00 ,4900,
A20263606,23.200,NP01,43.00 ,4900,
A20263607,23.174,NP01,43.00 ,4900,
A20263608,83.220,NP01,43.00 ,7400,
A20263609,41.266,NP01,43.00 ,6600,
A20263610,23.220,NP01,43.00 ,6300,
A20263611,53.206,NP01,43.00 ,10900,
A20263612,53.274,NP01,43.00 ,11000,
A20263613,23.186,NP01,43.00 ,8970,
A20263614,35.194,NP01,43.00 ,8970,
A20263615,23.200,NP01,43.00 ,8100,
A20263616,94.740,NP01,43.00 ,8780,
A20263617,74.814,NP01,43.00 ,9340,
A20263618,52.369,NP01,43.00 ,9340,
A20263619,18.746,NP01,43.00 ,9340,
A20263620,35.920,NP01,43.00 ,10000,
A20263621,31.516,NP01,43.00 ,10060,
A20263622,27.630,NP01,43.00 ,10060,
A20263623,105.970,NP01,43.00 ,5300,
A20263624,50.860,NP01,43.00 ,5300,
A20263625,42.938,NP01,43.00 ,5200,
A20263626,121.760,NP01,43.00 ,4900,
A20263627,137.380,NP01,43.00 ,4900,
A20263628,137.440,NP01,43.00 ,4900,
A20263629,90.308,NP01,43.00 ,3800,
A20263630,85.130,NP01,43.00 ,4600,
A20263631,126.260,NP01,43.00 ,4900,
A20263632,142.800,NP01,43.00 ,4900,
A20263633,126.420,NP01,43.00 ,6000,
A20263634,110.128,NP01,43.00 ,4900,
A20263635,110.134,NP01,43.00 ,4900,
A20263636,110.224,NP01,43.00 ,6400,
A20263637,27.716,NP01,43.00 ,6400,
A20263638,126.620,NP01,43.00 ,4900,
A20263639,23.372,NP01,43.00 ,4900,
A20263640,143.280,NP01,43.00 ,4900,
A20263641,143.240,NP01,43.00 ,4900,
A20263642,126.740,NP01,43.00 ,4900,
A20263643,101.818,NP01,43.00 ,4900,
A20263644,35.922,NP01,43.00 ,6400,
A20263645,126.900,NP01,43.00 ,4900,
A20263646,126.680,NP01,43.00 ,4900,
A20263647,40.089,NP01,43.00 ,4901,
A20263648,97.871,NP01,43.00 ,4901,
A20263649,143.020,NP01,43.00 ,4901,
A20263650,37.688,NP01,43.00 ,6400,
A20263651,35.870,NP01,43.00 ,6400,
A20263652,127.260,NP01,43.00 ,6400,
A20263653,18.740,NP01,43.00 ,6400,
A20263654,37.597,NP01,43.00 ,6400,
A20263655,43.105,NP01,43.00 ,6400,
A20263656,36.052,NP01,43.00 ,5550,
A20263657,80.910,NP01,43.00 ,6700,
A20263658,14.570,NP01,43.00 ,5900,
A20263659,43.976,NP01,43.00 ,5700,
A20263660,68.254,NP01,43.00 ,4900,
A20263661,49.378,NP01,43.00 ,4900,
A20263662,43.015,NP01,43.00 ,4900,
A20263663,96.587,NP01,43.00 ,6400,
A20263664,108.640,NP01,43.00 ,4750,
A20263665,47.473,NP01,43.00 ,4900,
A20263666,23.368,NP01,43.00 ,6100,
A20263667,23.387,NP01,43.00 ,4550,
A20263668,29.467,NP01,43.00 ,5270,
A20263669,23.378,NP01,43.00 ,4900,
A20263670,47.734,NP01,43.00 ,4900,
A20263671,35.536,NP01,43.00 ,4900,
A20263672,23.368,NP01,43.00 ,4900,
A20263673,47.700,NP01,43.00 ,4900,
A20263674,53.788,NP01,43.00 ,4900,
A20263675,23.760,NP01,43.00 ,4900,
A20263676,42.805,NP01,43.00 ,6900,
A20263677,35.528,NP01,43.00 ,4150,
A20263678,59.587,NP01,43.00 ,4900,
A20263679,71.680,NP01,43.00 ,6100,
A20263680,40.152,NP01,43.00 ,6100,
A20263681,144.511,NP01,43.00 ,6100,
A20263682,29.476,NP01,43.00 ,6100,
A20263683,47.775,NP01,43.00 ,6150,
A20263684,23.392,NP01,43.00 ,4450,
A20263685,47.429,NP01,43.00 ,4900,
A20263686,26.362,NP01,43.00 ,4600,
A20263687,42.696,NP01,43.00 ,5400,
A20263688,23.160,NP01,43.00 ,4900,
A20263689,35.193,NP01,43.00 ,4900,
A20263690,35.167,NP01,43.00 ,7900,
A20263691,47.160,NP01,43.00 ,4901,
A20263692,23.186,NP01,43.00 ,4900,
A20263693,29.160,NP01,43.00 ,4900,
A20263694,23.146,NP01,43.00 ,6400,
A20263695,89.074,NP01,43.00 ,6400,
A20263696,76.866,NP01,43.00 ,7900,
A20263697,82.893,NP01,43.00 ,7900,
A20263698,23.226,NP01,43.00 ,7900,
A20263699,41.221,NP01,43.00 ,4900,
A20263700,65.233,NP01,43.00 ,4900,
A20263701,23.160,NP01,43.00 ,6360,
A20263702,53.220,NP01,43.00 ,6070,
A20263703,17.213,NP01,43.00 ,6140,
A20263704,41.227,NP01,43.00 ,6200,
A20263705,23.210,NP01,43.00 ,6200,
A20263706,41.210,NP01,43.00 ,5840,
A20263707,65.260,NP01,43.00 ,6100,
A20263708,23.214,NP01,43.00 ,7900,
A20263709,71.240,NP01,43.00 ,4900,
A20263710,29.220,NP01,43.00 ,6400,
A20263711,23.200,NP01,43.00 ,6400,
A20263712,77.160,NP01,43.00 ,6400,
A20263713,23.226,NP01,43.00 ,4900,
A20263714,35.214,NP01,43.00 ,6550,
A20263715,53.160,NP01,43.00 ,6550,
A20263716,23.126,NP01,43.00 ,6550,
A20263717,35.214,NP01,43.00 ,6250,
A20263718,23.206,NP01,43.00 ,6250,
A20263719,41.185,NP01,43.00 ,6650,
A20263720,90.900,NP01,43.00 ,6650,
A20263721,122.780,NP01,43.00 ,6650,
A20263722,29.049,NP01,43.00 ,6650,
A20263723,23.240,NP01,43.00 ,4700,
A20263724,95.280,NP01,43.00 ,6800,
A20263725,23.120,NP01,43.00 ,6400,
A20263726,29.040,NP01,43.00 ,6400,
A20263727,17.313,NP01,43.00 ,3900,
A20263728,59.044,NP01,43.00 ,4900,
A20263729,46.890,NP01,43.00 ,4900,
A20263730,23.214,NP01,43.00 ,4900,
A20263731,41.140,NP01,43.00 ,4900,
A20263732,41.259,NP01,43.00 ,10680,
A20263733,53.500,NP01,43.00 ,4700,
A20263734,26.245,NP01,43.00 ,4950,
A20263735,46.280,NP01,43.00 ,6100,
A20263736,106.840,NP01,43.00 ,6100,
A20263737,55.068,NP01,43.00 ,6100,
A20263738,23.482,NP01,43.00 ,6100,
A20263739,22.585,NP01,43.00 ,6100,
A20263740,37.737,NP01,43.00 ,6100,
A20263741,131.180,NP01,43.00 ,6100,
A20263742,131.060,NP01,43.00 ,5018,
A20263743,131.140,NP01,43.00 ,6100,
A20263744,41.168,NP01,43.00 ,6100,
A20263745,23.041,NP01,43.00 ,4900,
A20263746,17.689,NP01,43.00 ,5000,
A20263747,62.589,NP01,43.00 ,5000,
A20263748,62.316,NP01,43.00 ,5000,
A20263749,35.488,NP01,43.00 ,5100,
A20263750,42.815,NP01,43.00 ,5200,
A20263751,73.849,NP01,43.00 ,5200,
A20263752,69.062,NP01,43.00 ,6400,
A20263753,69.058,NP01,43.00 ,6400,
A20263754,60.664,NP01,43.00 ,6400,
A20263755,60.664,NP01,43.00 ,6400,
A20263756,27.004,NP01,43.00 ,6400,
A20263757,103.688,NP01,43.00 ,6400,
A20263758,93.144,NP01,43.00 ,6400,
A20263759,35.788,NP01,43.00 ,4900,
A20263760,17.563,NP01,43.00 ,4900,
A20263761,60.260,NP01,43.00 ,6400,
A20263762,91.120,NP01,43.00 ,4900,
A20263763,26.284,NP01,43.00 ,4900,
A20263764,59.920,NP01,43.00 ,4900,
A20263765,72.991,NP01,43.00 ,4900,
A20263766,52.730,NP01,43.00 ,4900,
A20263767,78.992,NP01,43.00 ,4900,
A20263768,23.641,NP01,43.00 ,6400,
A20263769,101.352,NP01,43.00 ,7750,
A20263770,27.588,NP01,43.00 ,7750,
A20263771,15.053,NP01,43.00 ,7750,
A20263772,30.465,NP01,43.00 ,7750,
A20263773,134.700,NP01,43.00 ,7750,
A20263774,30.470,NP01,43.00 ,7750,
A20263775,109.532,NP01,43.00 ,7750,
A20263776,23.491,NP01,43.00 ,7750,
A20263777,23.462,NP01,43.00 ,4900,
A20263778,35.550,NP01,43.00 ,4900,
A20263779,72.360,NP01,43.00 ,4900,
A20263780,60.130,NP01,43.00 ,7000,
A20263781,60.160,NP01,43.00 ,5900,
A20263782,56.564,NP01,43.00 ,4400,
A20263783,41.846,NP01,43.00 ,7000,
A20263784,23.461,NP01,43.00 ,7000,
A20263785,36.228,NP01,43.00 ,5900,
A20263786,102.570,NP01,43.00 ,7000,
A20263787,36.076,NP01,43.00 ,7000,
A20263788,54.131,NP01,43.00 ,7000,
A20263789,41.865,NP01,43.00 ,7000,
A20263790,66.404,NP01,43.00 ,7000,
