订单号,订单重量,钢种,规格,定尺长度
B20272911,52.73,NP01,43,7900
B20272912,4.859,NP01,43,4900
B20272913,136.098,NP01,43,4901
B20272914,35.326,NP01,43,4900
B20272915,127.826,NP01,43,7200
B20272916,42.455,NP01,43,6400
B20272917,17.749,NP01,43,3900
B20272918,31.834,NP01,43,4900
B20272919,48.625,NP01,43,4900
B20272920,23.249,NP01,43,4900
B20272921,31.513,NP01,43,5300
B20272922,36.248,NP01,43,5900
B20272923,64.236,NP01,43,5900
B20272924,56.713,NP01,43,7000
B20272925,16.708,NP01,43,7000
B20272926,47.639,NP01,43,7000
B20272927,31.123,NP01,43,4525
B20272928,11.621,NP01,43,7240
B20272929,15.011,NP01,43,6400
B20272930,35.753,NP01,43,5060
B20272931,34.523,NP01,43,5400
B20272932,49.825,NP01,43,4900
B20272933,41.633,NP01,43,5900
B20272934,16.132,NP01,43,4900
B20272935,23.408,NP01,43,5060
B20272936,5.678,NP01,43,4900
B20272937,31.523,NP01,43,4900
B20272938,32.379,NP01,43,8150
B20272939,44.305,NP01,43,6400
B20272940,18.856,NP01,43,4900
B20272941,62.361,NP01,43,4900
B20272942,124.949,NP01,43,6650
B20272943,31.913,NP01,43,4900
B20272944,75.283,NP01,43,4900
B20272945,23.704,NP01,43,4900
B20272946,11.754,NP01,43,6400
B20272947,88.004,NP01,43,6100
B20272948,16.71,NP01,43,4900
B20272949,122.103,NP01,43,6360
B20272950,20.505,NP01,43,4900
B20272951,34.013,NP01,43,6400
B20272952,117.422,NP01,43,5900
B20272953,50.53,NP01,43,6000
B20272954,36.736,NP01,43,6360
B20272955,56.211,NP01,43,4900
B20272956,25.015,NP01,43,4900
B20272957,71.236,NP01,43,4900
B20272958,32.685,NP01,43,4500
B20272959,99.086,NP01,43,6400
B20272960,39.393,NP01,43,6650
B20272961,24.837,NP01,43,4700
B20272962,37.533,NP01,43,5400
B20272963,42.799,NP01,43,5900
B20272964,108.042,NP01,43,4901
B20272965,47.699,NP01,43,5900
B20272966,99.165,NP01,43,5270
B20272967,18.622,NP01,43,6840
B20272968,114.536,NP01,43,4900
B20272969,29.457,NP01,43,5900
B20272970,146.077,NP01,43,6250
B20272971,42.901,NP01,43,6400
B20272972,11.488,NP01,43,6100
B20272973,11.953,NP01,43,4900
B20272974,117.033,NP01,43,4901
B20272975,52.792,NP01,43,5900
B20272976,132.938,NP01,43,4900
B20272977,56.908,NP01,43,4900
B20272978,87.639,NP01,43,4700
B20272979,72.27,NP01,43,6400
B20272980,16.33,NP01,43,6540
B20272981,49.34,NP01,43,5300
B20272982,14.706,NP01,43,4600
B20272983,82.117,NP01,43,7200
B20272984,28.266,NP01,43,4900
B20272985,75.952,NP01,43,4900
B20272986,35.708,NP01,43,3800
B20272987,73.87,NP01,43,4900
B20272988,50.073,NP01,43,4900
B20272989,27.88,NP01,43,4900
B20272990,16.278,NP01,43,4900
B20272991,72.105,NP01,43,8230
B20272992,31.734,NP01,43,4901
B20272993,147.355,NP01,43,6100
B20272994,18.327,NP01,43,5000
B20272995,120.012,NP01,43,5900
B20272996,5.851,NP01,43,4900
B20272997,35.893,NP01,43,5900
B20272998,88.69,NP01,43,4900
B20272999,116.594,NP01,43,6300
B20273000,54.14,NP01,43,4900
B20273001,18.471,NP01,43,7900
B20273002,38.531,NP01,43,4901
B20273003,43.173,NP01,43,4900
B20273004,31.822,NP01,43,9340
B20273005,122.658,NP01,43,5700
B20273006,96.17,NP01,43,4900
B20273007,114.897,NP01,43,4900
B20273008,18.079,NP01,43,6650
B20273009,94.82,NP01,43,4900
B20273010,24.907,NP01,43,6100
B20273011,12.642,NP01,43,6900
B20273012,126.867,NP01,43,4900
B20273013,24.488,NP01,43,4900
B20273014,70.912,NP01,43,4900
B20273015,43.124,NP01,43,7960
B20273016,22.114,NP01,43,4900
B20273017,74.582,NP01,43,4900
B20273018,118.835,NP01,43,4900
B20273019,41.132,NP01,43,4900
B20273020,17.773,NP01,43,8150
B20273021,61.795,NP01,43,5360
B20273022,34.419,NP01,43,4900
B20273023,16.205,NP01,43,4900
B20273024,51.349,NP01,43,6400
B20273025,74.041,NP01,43,4900
B20273026,62.636,NP01,43,6400
B20273027,10.009,NP01,43,6360
B20273028,37.896,NP01,43,10680
B20273029,33.1,NP01,43,6900
B20273030,12.506,NP01,43,5900
B20273031,48.176,NP01,43,11400
B20273032,32.054,NP01,43,4901
B20273033,30.279,NP01,43,7000
B20273034,4.091,NP01,43,4750
B20273035,37.624,NP01,43,5150
B20273036,87.966,NP01,43,4900
B20273037,56.987,NP01,43,4700
B20273038,20.225,NP01,43,5900
B20273039,42.643,NP01,43,5700
B20273040,26.63,NP01,43,8970
B20273041,86.015,NP01,43,4600
B20273042,60.728,NP01,43,6140
B20273043,6.133,NP01,43,11000
B20273044,30.24,NP01,43,4901
B20273045,36.191,NP01,43,6550
B20273046,43.108,NP01,43,5700
B20273047,11.515,NP01,43,6900
B20273048,26.388,NP01,43,5080
B20273049,72.139,NP01,43,5900
B20273050,86.145,NP01,43,4900
B20273051,120.984,NP01,43,6540
B20273052,21.743,NP01,43,5000
B20273053,73.17,NP01,43,4900
B20273054,23.267,NP01,43,6200
B20273055,129.983,NP01,43,6070
B20273056,34.05,NP01,43,5900
B20273057,26.45,NP01,43,6400
B20273058,44.291,NP01,43,4900
B20273059,119.043,NP01,43,4900
B20273060,24.939,NP01,43,6100
B20273061,41.052,NP01,43,4900
B20273062,61.472,NP01,43,6400
B20273063,11.591,NP01,43,4900
B20273064,30.184,NP01,43,4901
B20273065,48.419,NP01,43,5900
B20273066,34.927,NP01,43,4600
B20273067,16.986,NP01,43,4900
B20273068,49.086,NP01,43,4900
B20273069,39.665,NP01,43,6250
B20273070,30.17,NP01,43,6780
B20273071,52.898,NP01,43,6400
B20273072,7.364,NP01,43,4150
B20273073,6.349,NP01,43,4901
B20273074,145.53,NP01,43,4900
B20273075,121.655,NP01,43,5900
B20273076,5.192,NP01,43,5900
B20273077,132.42,NP01,43,4900
B20273078,116.02,NP01,43,4900
B20273079,31.319,NP01,43,9000
B20273080,51.953,NP01,43,10900
B20273081,24.41,NP01,43,7750
B20273082,65.229,NP01,43,6100
B20273083,15.297,NP01,43,4780
B20273084,37.212,NP01,43,5270
B20273085,26.646,NP01,43,4600
B20273086,59.673,NP01,43,4400
B20273087,29.723,NP01,43,4901
B20273088,11.975,NP01,43,4900
B20273089,36.15,NP01,43,4700
B20273090,114.455,NP01,43,4900
B20273091,121.388,NP01,43,6800
B20273092,92.658,NP01,43,4750
B20273093,36.392,NP01,43,4900
B20273094,41.254,NP01,43,6400
B20273095,18.163,NP01,43,4550
B20273096,33.075,NP01,43,5900
B20273097,7.91,NP01,43,4900
B20273098,50.45,NP01,43,5900
B20273099,46.055,NP01,43,8230
B20273100,27.187,NP01,43,6540
B20273101,35.433,NP01,43,4900
B20273102,31.503,NP01,43,4900
B20273103,5.969,NP01,43,5400
B20273104,20.595,NP01,43,4900
B20273105,101.725,NP01,43,7000
B20273106,30.776,NP01,43,4900
B20273107,97.43,NP01,43,6400
B20273108,125.939,NP01,43,4900
B20273109,12.056,NP01,43,4750
B20273110,35.252,NP01,43,5330
B20273111,99.154,NP01,43,5400
B20273112,35.93,NP01,43,4900
B20273113,73.212,NP01,43,4900
B20273114,73.679,NP01,43,6400
B20273115,31.005,NP01,43,7000
B20273116,46.082,NP01,43,10060
B20273117,49.016,NP01,43,10060
B20273118,90.418,NP01,43,4900
B20273119,113.794,NP01,43,5900
B20273120,61.669,NP01,43,4900
B20273121,26.78,NP01,43,6400
B20273122,17.886,NP01,43,6400
B20273123,36.987,NP01,43,3900
B20273124,26.21,NP01,43,6100
B20273125,11.553,NP01,43,4900
B20273126,60.176,NP01,43,4901
B20273127,22.021,NP01,43,6400
B20273128,15.964,NP01,43,4900
B20273129,61.777,NP01,43,4500
B20273130,32.124,NP01,43,5200
B20273131,11.997,NP01,43,6100
B20273132,121.152,NP01,43,6400
B20273133,84.527,NP01,43,7900
B20273134,21.705,NP01,43,6200
B20273135,22.985,NP01,43,8050
B20273136,106.984,NP01,43,4900
B20273137,80.98,NP01,43,4500
B20273138,38.186,NP01,43,5300
B20273139,106.421,NP01,43,6100
B20273140,136.531,NP01,43,5900
B20273141,36.371,NP01,43,4400
B20273142,126.32,NP01,43,5100
B20273143,12.537,NP01,43,6400
B20273144,53.103,NP01,43,5300
B20273145,20.703,NP01,43,7750
B20273146,15.079,NP01,43,6100
B20273147,11.594,NP01,43,7000
B20273148,26.946,NP01,43,4900
B20273149,12.717,NP01,43,4900
B20273150,23.809,NP01,43,8100
B20273151,23.942,NP01,43,7000
B20273152,26.141,NP01,43,6400
B20273153,76.228,NP01,43,4900
B20273154,75.681,NP01,43,4900
B20273155,49.358,NP01,43,4900
B20273156,134.403,NP01,43,4900
B20273157,54.231,NP01,43,6400
B20273158,23.947,NP01,43,4900
B20273159,11.842,NP01,43,5900
B20273160,42.135,NP01,43,5900
B20273161,51.466,NP01,43,8780
B20273162,25.011,NP01,43,4900
B20273163,114.724,NP01,43,6350
B20273164,66.552,NP01,43,5060
B20273165,6.077,NP01,43,7000
B20273166,24.989,NP01,43,4950
B20273167,5.954,NP01,43,6400
B20273168,50.361,NP01,43,4900
B20273169,54.093,NP01,43,11400
B20273170,23.976,NP01,43,4400
B20273171,41.44,NP01,43,6360
B20273172,15.471,NP01,43,5900
B20273173,21.105,NP01,43,4900
B20273174,36.733,NP01,43,4900
B20273175,18.101,NP01,43,5900
B20273176,30.779,NP01,43,4901
B20273177,55.394,NP01,43,5900
B20273178,10.147,NP01,43,6100
B20273179,102.403,NP01,43,6700
B20273180,24.097,NP01,43,4550
B20273181,19.164,NP01,43,5900
B20273182,41.951,NP01,43,5900
B20273183,113.767,NP01,43,4750
B20273184,25.039,NP01,43,7900
B20273185,15.709,NP01,43,6100
B20273186,31.622,NP01,43,7000
B20273187,109.4,NP01,43,11000
B20273188,20.108,NP01,43,5300
B20273189,17.031,NP01,43,10060
B20273190,20.382,NP01,43,6400
B20273191,95.15,NP01,43,7000
B20273192,58.022,NP01,43,5900
B20273193,22.625,NP01,43,7000
B20273194,48.229,NP01,43,4900
B20273195,11.828,NP01,43,4900
B20273196,31.765,NP01,43,4900
B20273197,31.984,NP01,43,7000
B20273198,72.767,NP01,43,5220
B20273199,42.747,NP01,43,4900
B20273200,71.502,NP01,43,7200
B20273201,22.388,NP01,43,4901
B20273202,123.703,NP01,43,4900
B20273203,41.07,NP01,43,10060
B20273204,12.581,NP01,43,6200
B20273205,71.46,NP01,43,5900
B20273206,35.123,NP01,43,4900
B20273207,11.355,NP01,43,7000
B20273208,58.145,NP01,43,4700
B20273209,17.436,NP01,43,4900
B20273210,18.701,NP01,43,4900
B20273211,114.477,NP01,43,5900
B20273212,43.811,NP01,43,6400
B20273213,23.421,NP01,43,4450
B20273214,68.028,NP01,43,5900
B20273215,12.19,NP01,43,5000
B20273216,34.367,NP01,43,7200
B20273217,14.734,NP01,43,4900
B20273218,35.241,NP01,43,5400
B20273219,34.639,NP01,43,5900
B20273220,35.843,NP01,43,6100
B20273221,26.161,NP01,43,4900
B20273222,32.224,NP01,43,4901
B20273223,96.509,NP01,43,4901
B20273224,120.58,NP01,43,6000
B20273225,115.374,NP01,43,4900
B20273226,72.898,NP01,43,4900
B20273227,51.895,NP01,43,4900
B20273228,44.26,NP01,43,4900
B20273229,22.626,NP01,43,5600
B20273230,69.224,NP01,43,4900
B20273231,87.309,NP01,43,4900
B20273232,5.041,NP01,43,6900
B20273233,30.264,NP01,43,4900
B20273234,30.728,NP01,43,5200
B20273235,30.001,NP01,43,4500
B20273236,18.238,NP01,43,4900
B20273237,74.941,NP01,43,6400
B20273238,18.536,NP01,43,5000
B20273239,69.139,NP01,43,4900
B20273240,18.062,NP01,43,5000
B20273241,20.731,NP01,43,5080
B20273242,34.991,NP01,43,4900
B20273243,122.649,NP01,43,4900
B20273244,37.467,NP01,43,5900
B20273245,28.546,NP01,43,7200
B20273246,34.867,NP01,43,5970
B20273247,12.066,NP01,43,6100
B20273248,36.782,NP01,43,4900
B20273249,49.294,NP01,43,8150
B20273250,49.732,NP01,43,4900
B20273251,24.6,NP01,43,4900
B20273252,94.805,NP01,43,10900
B20273253,31.158,NP01,43,8780
B20273254,48.737,NP01,43,4900
B20273255,46.926,NP01,43,4900
B20273256,22.219,NP01,43,4900
B20273257,23.565,NP01,43,6100
B20273258,28.324,NP01,43,5900
B20273259,40.066,NP01,43,6550
B20273260,26.134,NP01,43,4900
B20273261,25.278,NP01,43,6100
B20273262,34.11,NP01,43,4900
B20273263,25.405,NP01,43,6400
B20273264,14.367,NP01,43,4600
B20273265,18.111,NP01,43,6100
B20273266,118.024,NP01,43,11400
B20273267,11.649,NP01,43,4900
B20273268,29.209,NP01,43,5300
B20273269,30.484,NP01,43,6400
B20273270,31.766,NP01,43,9000
B20273271,96.909,NP01,43,4901
B20273272,67.005,NP01,43,6400
B20273273,6.42,NP01,43,6400
B20273274,24.888,NP01,43,8100
B20273275,30.847,NP01,43,4525
B20273276,48.054,NP01,43,4900
B20273277,8.394,NP01,43,7000
B20273278,12.682,NP01,43,6400
B20273279,23.25,NP01,43,4900
B20273280,14.19,NP01,43,5900
B20273281,102.227,NP01,43,7000
B20273282,139.247,NP01,43,8400
B20273283,35.827,NP01,43,4900
B20273284,11.771,NP01,43,5900
B20273285,75.576,NP01,43,4900
B20273286,53.81,NP01,43,7750
B20273287,12.927,NP01,43,5900
B20273288,5.822,NP01,43,7000
B20273289,40.813,NP01,43,4900
B20273290,19.361,NP01,43,10680
B20273291,28.151,NP01,43,5700
B20273292,30.878,NP01,43,6400
B20273293,23.846,NP01,43,4900
B20273294,32.545,NP01,43,4901
B20273295,74.119,NP01,43,5700
B20273296,35.596,NP01,43,5330
B20273297,75.709,NP01,43,4900
B20273298,30.826,NP01,43,7750
B20273299,136.534,NP01,43,4900
B20273300,14.91,NP01,43,4900
B20273301,46.112,NP01,43,6100
B20273302,58.875,NP01,43,4900
B20273303,18.642,NP01,43,6100
B20273304,3.863,NP01,43,4900
B20273305,40.542,NP01,43,5400
B20273306,118.675,NP01,43,7000
B20273307,47.573,NP01,43,5900
B20273308,78.754,NP01,43,4950
B20273309,17.076,NP01,43,3900
B20273310,114.18,NP01,43,4901
B20273311,12.574,NP01,43,5840
B20273312,74.905,NP01,43,6400
B20273313,109.018,NP01,43,4900
B20273314,65.022,NP01,43,5060
B20273315,111.946,NP01,43,4901
B20273316,86.498,NP01,43,6550
B20273317,34.987,NP01,43,5900
B20273318,111.679,NP01,43,4900
B20273319,15.481,NP01,43,4780
B20273320,25.226,NP01,43,6700
B20273321,20.129,NP01,43,4900
B20273322,53.035,NP01,43,4900
B20273323,117.401,NP01,43,4900
B20273324,30.098,NP01,43,5270
B20273325,17.875,NP01,43,6400
B20273326,62.112,NP01,43,5000
B20273327,35.409,NP01,43,4900
B20273328,51.121,NP01,43,5400
B20273329,90.75,NP01,43,4900
B20273330,41.915,NP01,43,5400
B20273331,19.012,NP01,43,6600
B20273332,46.382,NP01,43,4901
B20273333,23.319,NP01,43,8970
B20273334,38.04,NP01,43,4600
B20273335,39.491,NP01,43,7750
B20273336,46.403,NP01,43,6400
B20273337,15.369,NP01,43,4900
B20273338,34.729,NP01,43,6100
B20273339,66.503,NP01,43,5018
B20273340,28.629,NP01,43,4900
B20273341,52.903,NP01,43,4900
B20273342,51.25,NP01,43,4900
B20273343,61.688,NP01,43,4900
B20273344,62.072,NP01,43,6100
B20273345,12.483,NP01,43,7000
B20273346,39.754,NP01,43,5900
B20273347,115.568,NP01,43,5900
B20273348,29.542,NP01,43,4900
B20273349,58.664,NP01,43,6400
B20273350,21.168,NP01,43,5000
B20273351,21.278,NP01,43,4450
B20273352,44.059,NP01,43,5200
B20273353,25.938,NP01,43,6400
B20273354,27.889,NP01,43,6360
B20273355,32.805,NP01,43,4600
B20273356,14.665,NP01,43,4900
B20273357,82.718,NP01,43,5900
B20273358,48.358,NP01,43,4900
B20273359,38.374,NP01,43,4900
B20273360,78.267,NP01,43,7900
B20273361,50.005,NP01,43,5900
B20273362,40.876,NP01,43,6100
B20273363,132.054,NP01,43,5100
B20273364,50.116,NP01,43,4900
B20273365,37.54,NP01,43,4900
B20273366,81.733,NP01,43,6400
B20273367,11.063,NP01,43,4780
B20273368,102.772,NP01,43,4500
B20273369,5.053,NP01,43,6900
B20273370,53.354,NP01,43,4900
B20273371,24.152,NP01,43,6550
B20273372,19.321,NP01,43,6400
B20273373,117.879,NP01,43,4900
B20273374,35.435,NP01,43,4900
B20273375,28.721,NP01,43,4900
B20273376,109.163,NP01,43,6100
B20273377,35.875,NP01,43,5400
B20273378,76.948,NP01,43,5080
B20273379,76.945,NP01,43,5400
B20273380,42.018,NP01,43,4900
B20273381,31.696,NP01,43,6400
B20273382,48.606,NP01,43,4900
B20273383,31.181,NP01,43,6400
B20273384,42.679,NP01,43,4900
B20273385,36.675,NP01,43,7000
B20273386,17.594,NP01,43,6100
B20273387,54.804,NP01,43,4900
B20273388,42.809,NP01,43,4900
B20273389,23.365,NP01,43,5900
B20273390,33.374,NP01,43,9340
B20273391,129.473,NP01,43,4900
B20273392,35.418,NP01,43,6400
B20273393,28.663,NP01,43,5900
B20273394,37.746,NP01,43,4700
B20273395,13.034,NP01,43,4900
B20273396,105.405,NP01,43,7750
B20273397,31.639,NP01,43,8970
B20273398,17.788,NP01,43,7000
B20273399,92.855,NP01,43,6100
B20273400,65.847,NP01,43,8100
B20273401,23.715,NP01,43,7750
B20273402,37.351,NP01,43,6400
B20273403,57.004,NP01,43,10900
B20273404,121.896,NP01,43,4500
B20273405,35.623,NP01,43,6100
B20273406,24.46,NP01,43,4900
B20273407,48.648,NP01,43,3800
B20273408,25.922,NP01,43,4900
B20273409,26.052,NP01,43,4900
B20273410,111.535,NP01,43,7000
B20273411,17.217,NP01,43,3900
B20273412,43.071,NP01,43,6100
B20273413,19.118,NP01,43,3900
B20273414,129.762,NP01,43,5018
B20273415,25.292,NP01,43,5900
B20273416,43.24,NP01,43,4900
B20273417,44.651,NP01,43,4900
B20273418,37.661,NP01,43,4900
B20273419,6.644,NP01,43,7900
B20273420,22.228,NP01,43,4450
B20273421,101.991,NP01,43,4900
B20273422,34.563,NP01,43,5900
B20273423,97.323,NP01,43,4901
B20273424,53.272,NP01,43,6400
B20273425,35.223,NP01,43,8970
B20273426,23.85,NP01,43,4500
B20273427,103.027,NP01,43,4900
B20273428,18.153,NP01,43,4550
B20273429,32.982,NP01,43,4900
B20273430,87.944,NP01,43,6400
B20273431,85.049,NP01,43,6000
B20273432,99.16,NP01,43,8900
B20273433,16.631,NP01,43,10900
B20273434,49.515,NP01,43,4900
B20273435,15.405,NP01,43,4900
B20273436,26.652,NP01,43,6400
B20273437,6.048,NP01,43,4450
B20273438,69.725,NP01,43,4900
B20273439,47.261,NP01,43,6540
B20273440,109.185,NP01,43,4900
B20273441,99.994,NP01,43,7000
B20273442,133.719,NP01,43,5000
B20273443,45.738,NP01,43,5200
B20273444,12.439,NP01,43,5900
B20273445,68.066,NP01,43,5840
B20273446,46.3,NP01,43,5900
B20273447,97.82,NP01,43,4901
B20273448,30.303,NP01,43,11000
B20273449,37.256,NP01,43,4900
B20273450,11.582,NP01,43,6400
B20273451,14.546,NP01,43,4780
B20273452,5.562,NP01,43,4900
B20273453,101.175,NP01,43,4900
B20273454,38.199,NP01,43,5900
B20273455,33.758,NP01,43,7000
B20273456,30.877,NP01,43,4901
B20273457,15.53,NP01,43,6350
B20273458,90.168,NP01,43,4901
B20273459,24.022,NP01,43,4900
B20273460,18.736,NP01,43,4900
B20273461,18.977,NP01,43,6400
B20273462,37.268,NP01,43,7000
B20273463,76.244,NP01,43,8970
B20273464,11.842,NP01,43,4750
B20273465,44.2,NP01,43,6900
B20273466,53.534,NP01,43,4900
B20273467,50.765,NP01,43,5900
B20273468,63.315,NP01,43,4900
B20273469,22.559,NP01,43,4900
B20273470,23.881,NP01,43,4940
B20273471,38.073,NP01,43,4901
B20273472,40.163,NP01,43,6400
B20273473,41.334,NP01,43,11000
B20273474,111.513,NP01,43,5970
B20273475,73.838,NP01,43,4780
B20273476,15.436,NP01,43,4900
B20273477,34.542,NP01,43,4900
B20273478,47.358,NP01,43,6400
B20273479,121.013,NP01,43,7000
B20273480,25.127,NP01,43,4900
B20273481,12.939,NP01,43,5330
B20273482,42.556,NP01,43,4901
B20273483,25.202,NP01,43,6400
B20273484,45.815,NP01,43,4700
B20273485,51.698,NP01,43,11000
B20273486,22.575,NP01,43,3800
B20273487,38.734,NP01,43,8970
B20273488,19.002,NP01,43,6400
B20273489,30.544,NP01,43,6100
B20273490,107.5,NP01,43,4750
B20273491,46.835,NP01,43,6100
B20273492,24.759,NP01,43,4900
B20273493,4.881,NP01,43,5900
B20273494,17.879,NP01,43,10900
B20273495,18.354,NP01,43,5900
B20273496,36.956,NP01,43,6000
B20273497,23.423,NP01,43,6400
B20273498,30.991,NP01,43,11400
B20273499,28.275,NP01,43,6400
B20273500,115.273,NP01,43,5200
B20273501,47.91,NP01,43,4900
B20273502,24.821,NP01,43,4901
B20273503,30.441,NP01,43,5400
B20273504,39.639,NP01,43,4550
B20273505,91.937,NP01,43,4900
B20273506,8.626,NP01,43,4900
B20273507,18.816,NP01,43,4900
B20273508,14.76,NP01,43,7000
B20273509,19.74,NP01,43,5550
B20273510,53.985,NP01,43,6100
B20273511,31.339,NP01,43,6400
B20273512,23.946,NP01,43,5900
B20273513,15.712,NP01,43,4900
B20273514,6.224,NP01,43,7000
B20273515,12.359,NP01,43,6100
B20273516,23.985,NP01,43,5900
B20273517,17.136,NP01,43,4900
B20273518,149.396,NP01,43,4900
B20273519,23.955,NP01,43,4900
B20273520,12.006,NP01,43,4901
B20273521,17.094,NP01,43,4900
B20273522,18.337,NP01,43,6100
B20273523,12.506,NP01,43,7960
B20273524,68.586,NP01,43,4900
B20273525,6.956,NP01,43,4900
B20273526,48.172,NP01,43,7000
B20273527,96.052,NP01,43,4900
B20273528,56.25,NP01,43,4900
B20273529,31.645,NP01,43,6100
B20273530,29.79,NP01,43,6250
B20273531,11.906,NP01,43,7000
B20273532,29.863,NP01,43,6070
B20273533,73.103,NP01,43,4550
B20273534,32.895,C60,26.5,6400
B20273535,56.569,C60,26.5,9000
B20273536,84.612,C60,26.5,4900
B20273537,103.581,C60,26.5,4900
B20273538,47.818,C60,26.5,6780
B20273539,41.291,C60,26.5,5530
B20273540,26.362,C60,26.5,4900
B20273541,32.523,C60,26.5,6100
B20273542,37.407,C60,26.5,4800
B20273543,54.068,C60,26.5,4500
B20273544,66.475,C60,26.5,4700
B20273545,44.974,C60,26.5,4900
B20273546,56.03,C60,26.5,4750
B20273547,34.567,C60,26.5,6680
B20273548,35.776,C60,26.5,6400
B20273549,60.583,C60,26.5,6100
B20273550,64.065,C60,26.5,4900
B20273551,44.513,C60,26.5,6100
B20273552,55.656,C60,26.5,7650
B20273553,98.522,C60,26.5,4420
B20273554,23.561,C60,26.5,7000
B20273555,151.123,C60,26.5,5900
B20273556,39.511,C60,26.5,5080
B20273557,53.973,C60,26.5,4900
B20273558,36.501,C60,26.5,4900
B20273559,28.237,C60,26.5,6000
B20273560,105.612,C60,26.5,10000
B20273561,33.988,C60,26.5,7000
B20273562,52.775,C60,26.5,4900
B20273563,35.73,C60,26.5,4900
B20273564,143.255,C60,26.5,4900
B20273565,99.627,C60,26.5,5800
B20273566,46.953,C60,26.5,4900
B20273567,32.479,C60,26.5,5600
B20273568,108.942,C60,26.5,4500
B20273569,133.215,C60,26.5,4900
B20273570,42.144,C60,26.5,5000
B20273571,35.476,C60,26.5,4900
B20273572,75.192,C60,26.5,4900
B20273573,52.997,C60,26.5,6400
B20273574,31.904,C60,26.5,5900
B20273575,31.476,C60,26.5,4900
B20273576,45.431,C60,26.5,4960
B20273577,86.374,C60,26.5,6400
B20273578,156,C60,26.5,4400
B20273579,115.133,C60,26.5,6000
B20273580,71.171,C60,26.5,9340
B20273581,79.249,C60,26.5,5900
B20273582,39.752,C60,26.5,4900
B20273583,48.858,C60,26.5,6400
B20273584,138.916,C60,26.5,4900
B20273585,34.691,C60,26.5,6900
B20273586,42.252,C60,26.5,5360
B20273587,46.015,C60,26.5,6100
B20273588,150.668,C60,26.5,7750
B20273589,34.027,C60,26.5,7750
B20273590,98.405,C60,26.5,4900
B20273591,71.791,C60,26.5,4900
B20273592,82.659,C60,26.5,6400
B20273593,48.616,C60,26.5,8900
B20273594,114.544,C60,26.5,7140
B20273595,32.131,C60,26.5,5900
B20273596,77.638,C60,26.5,4901
B20273597,78.325,C60,26.5,4900
B20273598,37.204,C60,26.5,4900
B20273599,69.434,C60,26.5,4900
B20273600,49.258,C60,26.5,10060
B20273601,45.097,C60,26.5,4900
B20273602,45.191,C60,26.5,4900
B20273603,73.246,C60,26.5,4900
B20273604,63.943,C60,26.5,4901
B20273605,52.034,C60,26.5,8280
B20273606,126.927,C60,26.5,4900
B20273607,47.204,C60,26.5,4150
B20273608,39.811,C60,26.5,5000
B20273609,39.882,C60,26.5,4940
B20273610,26.48,C60,26.5,4900
B20273611,76.328,C60,26.5,4900
B20273612,54.164,C60,26.5,6400
B20273613,138.771,C60,26.5,6100
B20273614,113.528,C60,26.5,4900
B20273615,66.585,C60,26.5,4800
B20273616,38.863,C60,26.5,5060
B20273617,129.593,C60,26.5,6000
B20273618,39.488,C60,26.5,5900
B20273619,52.264,C60,26.5,6100
B20273620,101.474,C60,26.5,5900
B20273621,35.915,C60,26.5,6550
B20273622,105.767,C60,26.5,4900
B20273623,47.99,C60,26.5,5600
B20273624,36.492,C60,26.5,6100
B20273625,29.99,C60,26.5,4900
B20273626,45.685,C60,26.5,6100
B20273627,32.318,C60,26.5,4940
B20273628,33.762,C60,26.5,5900
B20273629,82.375,C60,26.5,4900
B20273630,94.28,C60,26.5,7900
B20273631,30.442,C60,26.5,4900
